Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 22   A I-branch,SBUS B 22   B I-branch,SBUS C 22   C I-branch,TACS   PV001V I-branch,TACS   PV001I I-branch,TACS   PV001W I-branch,TACS   PV002V I-branch,TACS   PV002I I-branch,TACS   PV002W I-branch,TACS   ST001V I-branch,TACS   ST001I I-branch,TACS   ST001W I-branch,TACS   ST002V I-branch,TACS   ST002I I-branch,TACS   ST002W I-branch,TACS   ST003V I-branch,TACS   ST003I I-branch,TACS   ST003W I-branch
9450,-58619,-40851,99471,-90419,-7675,79791,-1312,-30127,85229,99530,97374,-98394,99530,74708,99304,-1312,98296,85229,99530,97374,-98394
9500,-57081,-42564,99647,-89713,-9504,80847,-1330,-30525,85179,99524,97421,-98156,99524,74749,99305,-1330,98340,85179,99524,97421,-98156
9550,-55523,-44262,99787,-88975,-11330,81874,-1350,-30912,85132,99518,97467,-97909,99518,74790,99306,-1350,98383,85132,99518,97467,-97909
9600,-53946,-45944,99892,-88207,-13151,82872,-1370,-31290,85087,99512,97512,-97643,99512,74830,99307,-1370,98425,85087,99512,97512,-97643
9650,-52349,-47610,99961,-87407,-14968,83841,-1390,-31658,85046,99506,97556,-97368,99506,74869,99308,-1390,98467,85046,99506,97556,-97368
9700,-50734,-49259,99995,-86578,-16780,84780,-1410,-32016,85007,99500,97599,-97083,99500,74907,99309,-1410,98507,85007,99500,97599,-97083
9750,-49101,-50891,99993,-85718,-18586,85689,-1430,-32366,84971,99495,97641,-96779,99495,74944,99310,-1430,98546,84971,99495,97641,-96779
9800,-47450,-52504,99956,-84828,-20385,86567,-1448,-32707,84939,99489,97683,-96475,99489,74981,99311,-1448,98584,84939,99489,97683,-96475
9850,-45783,-54099,99883,-83909,-22177,87415,-1464,-33039,84908,99484,97723,-96152,99484,75016,99312,-1464,98621,84908,99484,97723,-96152
9900,-44099,-55675,99775,-82961,-23961,88232,-1478,-33362,84881,99479,97762,-95819,99479,75051,99313,-1478,98658,84881,99479,97762,-95819
9950,-42399,-57230,99632,-81984,-25737,89018,-1489,-33678,84856,99474,97801,-95477,99474,75085,99315,-1489,98693,84856,99474,97801,-95477
10000,-40685,-58766,99453,-80979,-27503,89772,-1497,-33985,84835,99469,97839,-95135,99469,75119,99316,-1497,98728,84835,99469,97839,-95135
10050,-38956,-60280,99238,-79945,-29260,90494,-1502,-34285,84815,99464,97876,-94774,99464,75152,99317,-1502,98761,84815,99464,97876,-94774
10100,-37213,-61774,98988,-78884,-31006,91184,-1502,-34577,84799,99460,97912,-94404,99460,75184,99318,-1502,98794,84799,99460,97912,-94404
10150,-35457,-63245,98704,-77795,-32741,91841,-1498,-34863,84785,99455,97947,-94033,99455,75215,99320,-1498,98826,84785,99455,97947,-94033
10200,-33688,-64694,98384,-76680,-34464,92466,-1489,-35141,84774,99451,97982,-93653,99451,75246,99321,-1489,98858,84774,99451,97982,-93653
10250,-31907,-66119,98029,-75538,-36175,93058,-1474,-35412,84765,99447,98016,-93264,99447,75276,99322,-1474,98888,84765,99447,98016,-93264
10300,-30115,-67522,97639,-74370,-37873,93617,-1454,-35678,84759,99443,98049,-92865,99443,75305,99324,-1454,98918,84759,99443,98049,-92865
10350,-28313,-68900,97215,-73176,-39557,94143,-1428,-35936,84755,99439,98081,-92465,99439,75334,99325,-1428,98947,84755,99439,98081,-92465
10400,-26500,-70254,96756,-71957,-41227,94635,-1395,-36189,84753,99436,98113,-92047,99436,75362,99327,-1395,98975,84753,99436,98113,-92047
10450,-24678,-71583,96263,-70713,-42882,95094,-1355,-36436,84754,99432,98144,-91639,99432,75389,99328,-1355,99003,84754,99432,98144,-91639
10500,-22847,-72886,95735,-69444,-44522,95519,-1308,-36678,84757,99429,98174,-91221,99429,75416,99329,-1308,99030,84757,99429,98174,-91221
10550,-21008,-74163,95174,-68152,-46147,95910,-1253,-36914,84762,99426,98204,-90793,99426,75442,99331,-1253,99056,84762,99426,98204,-90793
10600,-19161,-75415,94578,-66836,-47754,96267,-1190,-37146,84769,99423,98233,-90366,99423,75468,99332,-1190,99081,84769,99423,98233,-90366
10650,-17308,-76639,93949,-65497,-49344,96589,-1119,-37372,84778,99420,98261,-89929,99420,75493,99334,-1119,99106,84778,99420,98261,-89929
10700,-15449,-77836,93287,-64136,-50917,96878,-1040,-37594,84789,99417,98289,-89492,99417,75517,99335,-1040,99131,84789,99417,98289,-89492
10750,-13584,-79006,92592,-62753,-52472,97132,-951,-37811,84801,99414,98316,-89055,99414,75541,99337,-951,99154,84801,99414,98316,-89055
10800,-11714,-80147,91863,-61348,-54008,97351,-854,-38025,84816,99412,98343,-88608,99412,75565,99339,-854,99178,84816,99412,98343,-88608
10850,-9840,-81260,91102,-59921,-55524,97536,-747,-38234,84831,99409,98369,-88162,99409,75588,99340,-747,99200,84831,99409,98369,-88162
10900,-7963,-82344,90309,-58475,-57021,97686,-630,-38440,84849,99407,98394,-87715,99407,75610,99342,-630,99222,84849,99407,98394,-87715
10950,-6082,-83399,89484,-57008,-58497,97801,-504,-38642,84868,99405,98419,-87259,99405,75632,99343,-504,99244,84868,99405,98419,-87259
11000,-4200,-84424,88626,-55521,-59953,97882,-368,-38841,84888,99403,98443,-86813,99403,75654,99345,-368,99265,84888,99403,98443,-86813
11050,-2316,-85419,87738,-54016,-61387,97928,-221,-39037,84909,99401,98467,-86357,99401,75675,99346,-221,99285,84909,99401,98467,-86357
11100,-431,-86384,86818,-52492,-62799,97939,-64,-39231,84932,99399,98490,-85901,99399,75695,99348,-64,99305,84932,99399,98490,-85901
11150,1454,-87318,85867,-50950,-64189,97915,104,-39421,84955,99398,98512,-85445,99398,75715,99350,104,99325,84955,99398,98512,-85445
11200,3338,-88221,84886,-49390,-65556,97857,282,-39609,84980,99396,98534,-84988,99396,75735,99351,282,99343,84980,99396,98534,-84988
11250,5221,-89093,83874,-47814,-66900,97764,471,-39795,85005,99395,98556,-84532,99395,75754,99353,471,99362,85005,99395,98556,-84532
11300,7103,-89933,82833,-46221,-68220,97636,672,-39979,85031,99393,98577,-84076,99393,75772,99354,672,99380,85031,99393,98577,-84076
11350,8981,-90741,81762,-44612,-69516,97474,883,-40161,85057,99392,98598,-83620,99392,75791,99356,883,99398,85057,99392,98598,-83620
11400,10857,-91517,80663,-42989,-70788,97276,1106,-40341,85084,99391,98618,-83164,99391,75808,99358,1106,99415,85084,99391,98618,-83164
11450,12729,-92261,79534,-41350,-72034,97045,1339,-40520,85111,99390,98637,-82708,99390,75826,99359,1339,99432,85111,99390,98637,-82708
11500,14596,-92971,78378,-39697,-73254,96779,1584,-40697,85138,99389,98657,-82252,99389,75843,99361,1584,99448,85138,99389,98657,-82252
11550,16458,-93649,77193,-38031,-74449,96478,1841,-40873,85166,99388,98675,-81796,99388,75859,99362,1841,99464,85166,99388,98675,-81796
11600,18314,-94293,75981,-36352,-75617,96144,2108,-41048,85194,99387,98694,-81350,99387,75875,99364,2108,99479,85194,99387,98694,-81350
11650,20164,-94904,74743,-34661,-76758,95775,2387,-41222,85221,99386,98711,-80894,99386,75891,99366,2387,99494,85221,99386,98711,-80894
11700,22006,-95481,73477,-32958,-77873,95372,2678,-41396,85249,99385,98729,-80447,99385,75907,99367,2678,99509,85249,99385,98729,-80447
11750,23841,-96025,72186,-31243,-78959,94936,2980,-41569,85276,99385,98746,-80001,99385,75922,99369,2980,99524,85276,99385,98746,-80001
11800,25667,-96534,70868,-29518,-80018,94465,3292,-41741,85302,99384,98762,-79554,99384,75936,99370,3292,99538,85302,99384,98762,-79554
11850,27485,-97008,69526,-27784,-81048,93962,3617,-41913,85329,99384,98779,-79108,99384,75951,99372,3617,99551,85329,99384,98779,-79108
11900,29292,-97449,68159,-26040,-82049,93424,3952,-42085,85354,99383,98794,-78671,99383,75965,99373,3952,99565,85354,99383,98794,-78671
11950,31089,-97854,66768,-24287,-83022,92854,4298,-42257,85379,99383,98810,-78234,99383,75978,99375,4298,99578,85379,99383,98810,-78234
12000,32875,-98225,65353,-22526,-83965,92251,4656,-42428,85404,99383,98825,-77797,99383,75992,99376,4656,99590,85404,99383,98825,-77797
12050,34649,-98561,63914,-20758,-84878,91615,5024,-42600,85427,99382,98840,-77359,99382,76005,99378,5024,99603,85427,99382,98840,-77359
12100,36411,-98862,62453,-18983,-85762,90947,5402,-42772,85449,99382,98854,-76922,99382,76017,99379,5402,99615,85449,99382,98854,-76922
12150,38160,-99128,60970,-17201,-86614,90246,5792,-42944,85471,99382,98868,-76495,99382,76030,99381,5792,99627,85471,99382,98868,-76495
12200,39895,-99359,59466,-15415,-87436,89513,6192,-43117,85491,99382,98882,-76067,99382,76042,99382,6192,99638,85491,99382,98882,-76067
12250,41616,-99554,57940,-13623,-88228,88749,6601,-43290,85511,99382,98895,-75649,99382,76054,99384,6601,99649,85511,99382,98895,-75649
12300,43323,-99714,56393,-11827,-88987,87953,7021,-43464,85529,99382,98908,-75222,99382,76065,99385,7021,99660,85529,99382,98908,-75222
12350,45014,-99839,54827,-10027,-89716,87126,7451,-43638,85545,99382,98921,-74804,99382,76076,99387,7451,99671,85545,99382,98921,-74804
12400,46689,-99928,53241,-8225,-90412,86268,7891,-43813,85561,99382,98933,-74386,99382,76087,99388,7891,99681,85561,99382,98933,-74386
12450,48348,-99981,51636,-6420,-91077,85379,8340,-43988,85575,99382,98945,-73977,99382,76098,99390,8340,99692,85575,99382,98945,-73977
12500,49989,-99999,50012,-4613,-91709,84460,8797,-44164,85587,99382,98957,-73559,99382,76108,99391,8797,99702,85587,99382,98957,-73559
12550,51612,-99982,48371,-2806,-92308,83511,9264,-44341,85598,99382,98968,-73151,99382,76119,99393,9264,99711,85598,99382,98968,-73151
12600,53218,-99929,46713,-998,-92875,82532,9740,-44519,85607,99382,98979,-72752,99382,76128,99394,9740,99721,85607,99382,98979,-72752
12650,54804,-99841,45038,810,-93409,81524,10223,-44698,85615,99383,98990,-72343,99383,76138,99395,10223,99730,85615,99383,98990,-72343
12700,56371,-99717,43347,2617,-93910,80487,10715,-44877,85621,99383,99001,-71944,99383,76147,99397,10715,99739,85621,99383,99001,-71944
12750,57917,-99557,41641,4423,-94377,79422,11215,-45058,85626,99383,99011,-71555,99383,76157,99398,11215,99747,85626,99383,99011,-71555
12800,59444,-99362,39920,6226,-94811,78328,11722,-45239,85628,99384,99021,-71156,99384,76166,99400,11722,99756,85628,99384,99021,-71156
12850,60949,-99132,38185,8027,-95211,77207,12236,-45421,85629,99384,99031,-70766,99384,76174,99401,12236,99764,85629,99384,99031,-70766
12900,62432,-98867,36436,9824,-95578,76058,12757,-45604,85628,99384,99041,-70376,99384,76183,99402,12757,99772,85628,99384,99041,-70376
12950,63894,-98567,34674,11617,-95910,74882,13284,-45788,85625,99385,99050,-69987,99385,76191,99404,13284,99780,85625,99385,99050,-69987
13000,65332,-98231,32900,13405,-96209,73680,13818,-45972,85620,99385,99059,-69607,99385,76199,99405,13818,99788,85620,99385,99059,-69607
13050,66747,-97861,31115,15188,-96473,72451,14357,-46158,85614,99385,99068,-69227,99385,76207,99406,14357,99796,85614,99385,99068,-69227
13100,68139,-97456,29318,16965,-96703,71197,14901,-46344,85605,99386,99077,-68847,99386,76215,99408,14901,99803,85605,99386,99077,-68847
13150,69506,-97016,27511,18735,-96899,69918,15451,-46532,85595,99386,99085,-68476,99386,76222,99409,15451,99810,85595,99386,99085,-68476
13200,70849,-96542,25694,20499,-97060,68613,16005,-46720,85583,99387,99093,-68106,99387,76229,99410,16005,99817,85583,99387,99093,-68106
13250,72167,-96033,23868,22254,-97187,67285,16563,-46909,85569,99387,99101,-67735,99387,76236,99412,16563,99824,85569,99387,99101,-67735
13300,73459,-95491,22033,24000,-97279,65932,17125,-47098,85553,99387,99109,-67374,99387,76243,99413,17125,99830,85553,99387,99109,-67374
13350,74724,-94914,20191,25738,-97337,64556,17691,-47288,85535,99388,99117,-67004,99388,76250,99414,17691,99837,85535,99388,99117,-67004
13400,75964,-94304,18341,27466,-97361,63157,18259,-47479,85515,99388,99124,-66652,99388,76256,99415,18259,99843,85515,99388,99124,-66652
13450,77176,-93660,16485,29183,-97349,61736,18830,-47671,85493,99389,99131,-66291,99389,76263,99417,18830,99849,85493,99389,99131,-66291
13500,78361,-92983,14623,30890,-97303,60292,19404,-47863,85469,99389,99138,-65930,99389,76269,99418,19404,99855,85469,99389,99138,-65930
13550,79518,-92273,12756,32585,-97223,58828,19979,-48056,85444,99390,99145,-65579,99390,76275,99419,19979,99861,85444,99390,99145,-65579
13600,80647,-91530,10884,34268,-97108,57342,20556,-48249,85416,99390,99151,-65237,99390,76281,99420,20556,99867,85416,99390,99151,-65237
13650,81747,-90755,9008,35938,-96958,55836,21133,-48442,85387,99391,99158,-64885,99391,76286,99422,21133,99873,85387,99391,99158,-64885
13700,82818,-89947,7130,37594,-96774,54310,21711,-48636,85355,99391,99164,-64543,99391,76292,99423,21711,99878,85355,99391,99164,-64543
13750,83859,-89107,5248,39237,-96556,52765,22289,-48831,85322,99391,99170,-64201,99391,76297,99424,22289,99883,85322,99391,99170,-64201
13800,84871,-88236,3365,40865,-96303,51202,22867,-49025,85287,99392,99176,-63859,99392,76303,99425,22867,99888,85287,99392,99176,-63859
13850,85853,-87333,1481,42478,-96017,49620,23445,-49220,85251,99392,99182,-63517,99392,76308,99426,23445,99893,85251,99392,99182,-63517
13900,86804,-86400,-404,44075,-95696,48020,24021,-49415,85212,99393,99188,-63185,99393,76313,99428,24021,99898,85212,99393,99188,-63185
13950,87724,-85435,-2289,45656,-95341,46403,24595,-49610,85172,99393,99193,-62852,99393,76318,99429,24595,99903,85172,99393,99193,-62852
14000,88614,-84441,-4173,47220,-94952,44770,25168,-49805,85130,99394,99199,-62519,99394,76322,99430,25168,99908,85130,99394,99199,-62519
14050,89471,-83416,-6055,48767,-94529,43121,25739,-50000,85087,99394,99204,-62196,99394,76327,99431,25739,99912,85087,99394,99204,-62196
14100,90297,-82362,-7935,50296,-94073,41457,26306,-50195,85041,99394,99209,-61864,99394,76331,99432,26306,99917,85041,99394,99209,-61864
14150,91091,-81278,-9813,51806,-93583,39778,26871,-50390,84994,99395,99214,-61541,99395,76336,99433,26871,99921,84994,99395,99214,-61541
14200,91852,-80166,-11687,53297,-93060,38085,27432,-50584,84946,99395,99218,-61218,99395,76340,99434,27432,99925,84946,99395,99218,-61218
14250,92581,-79025,-13557,54769,-92504,36378,27989,-50778,84896,99396,99223,-60904,99396,76344,99436,27989,99930,84896,99396,99223,-60904
14300,93277,-77856,-15422,56221,-91915,34659,28541,-50972,84844,99396,99228,-60581,99396,76348,99437,28541,99934,84844,99396,99228,-60581
14350,93940,-76659,-17281,57652,-91294,32927,29090,-51166,84791,99396,99232,-60268,99396,76352,99438,29090,99937,84791,99396,99232,-60268
14400,94569,-75435,-19135,59061,-90640,31183,29633,-51359,84736,99397,99236,-59954,99397,76356,99439,29633,99941,84736,99397,99236,-59954
14450,95165,-74184,-20981,60450,-89953,29429,30170,-51551,84680,99397,99241,-59641,99397,76360,99440,30170,99945,84680,99397,99241,-59641
14500,95727,-72907,-22820,61816,-89235,27664,30702,-51743,84623,99397,99245,-59337,99397,76363,99441,30702,99949,84623,99397,99245,-59337
14550,96255,-71604,-24651,63159,-88485,25889,31228,-51934,84564,99398,99249,-59023,99398,76367,99442,31228,99952,84564,99398,99249,-59023
14600,96749,-70276,-26474,64480,-87703,24105,31747,-52124,84504,99398,99253,-58719,99398,76370,99443,31747,99956,84504,99398,99253,-58719
14650,97208,-68922,-28287,65776,-86891,22312,32260,-52314,84443,99398,99256,-58415,99398,76374,99444,32260,99959,84443,99398,99256,-58415
14700,97633,-67545,-30089,67049,-86047,20512,32765,-52503,84380,99399,99260,-58111,99399,76377,99445,32765,99962,84380,99399,99260,-58111
14750,98023,-66143,-31882,68297,-85173,18704,33264,-52690,84316,99399,99264,-57807,99399,76380,99446,33264,99966,84316,99399,99263,-57807
14800,98379,-64717,-33662,69521,-84268,16889,33754,-52877,84251,99399,99267,-57513,99399,76383,99447,33754,99969,84251,99399,99267,-57513
14850,98699,-63269,-35431,70719,-83333,15069,34236,-53063,84185,99399,99270,-57209,99399,76386,99448,34236,99972,84185,99399,99270,-57209
14900,98985,-61798,-37188,71891,-82369,13243,34710,-53248,84118,99399,99274,-56914,99399,76389,99449,34710,99975,84118,99399,99274,-56914
14950,99235,-60305,-38931,73037,-81375,11413,35176,-53431,84050,99400,99277,-56620,99400,76392,99451,35176,99978,84050,99400,99277,-56620
15000,99450,-58791,-40660,74156,-80353,9578,35633,-53613,83981,99400,99280,-56325,99400,76395,99452,35633,99981,83981,99400,99280,-56325
15050,99629,-57256,-42375,75249,-79302,7740,36080,-53794,83910,99400,99283,-56040,99400,76397,99453,36080,99983,83910,99400,99283,-56040
15100,99773,-55700,-44074,76314,-78222,5900,36519,-53974,83839,99400,99286,-55746,99400,76400,99454,36519,99986,83839,99400,99286,-55746
15150,99882,-54125,-45758,77351,-77115,4057,36948,-54152,83767,99400,99289,-55460,99400,76402,99455,36948,99989,83767,99400,99289,-55460
15200,99955,-52531,-47426,78360,-75980,2213,37367,-54329,83695,99400,99292,-55175,99400,76405,99456,37367,99991,83695,99400,99292,-55175
15250,99993,-50918,-49077,79340,-74819,368,37776,-54504,83621,99400,99294,-54881,99400,76407,99457,37776,99994,83621,99400,99294,-54881
15300,99995,-49286,-50711,80292,-73630,-1477,38175,-54678,83547,99400,99297,-54596,99400,76410,99458,38175,99996,83547,99400,99297,-54596
15350,99962,-47638,-52326,81215,-72416,-3322,38563,-54850,83472,99400,99300,-54320,99400,76412,99459,38563,99999,83472,99400,99300,-54320
15400,99893,-45972,-53923,82108,-71175,-5165,38942,-55021,83396,99400,99302,-54035,99400,76414,99460,38942,99997,83396,99400,99302,-54035
15450,99789,-44290,-55501,82971,-69910,-7006,39309,-55189,83320,99400,99305,-53750,99400,76416,99461,39309,99984,83320,99400,99305,-53750
15500,99649,-42592,-57059,83804,-68619,-8845,39666,-55357,83243,99400,99307,-53475,99400,76419,99462,39666,99959,83243,99400,99307,-53475
15550,99474,-40879,-58596,84606,-67304,-10681,40012,-55522,83166,99400,99309,-53190,99400,76421,99463,40012,99922,83166,99400,99309,-53190
15600,99263,-39152,-60113,85378,-65965,-12513,40346,-55685,83088,99400,99312,-52914,99400,76423,99463,40346,99874,83088,99400,99312,-52914
15650,99017,-37411,-61609,86119,-64603,-14341,40670,-55847,83009,99400,99314,-52639,99400,76425,99464,40670,99816,83009,99400,99314,-52639
15700,98736,-35656,-63083,86829,-63217,-16163,40982,-56007,82931,99400,99316,-52363,99400,76427,99465,40982,99748,82931,99400,99316,-52363
15750,98420,-33889,-64534,87507,-61809,-17980,41283,-56165,82852,99400,99318,-52088,99400,76428,99466,41283,99672,82852,99400,99318,-52088
15800,98069,-32109,-65962,88153,-60380,-19790,41572,-56321,82772,99400,99320,-51812,99400,76430,99467,41572,99587,82772,99400,99320,-51812
15850,97683,-30319,-67367,88767,-58928,-21593,41851,-56475,82693,99400,99322,-51537,99400,76432,99468,41851,99495,82693,99400,99322,-51537
15900,97263,-28517,-68748,89350,-57456,-23389,42117,-56627,82613,99399,99324,-51261,99399,76434,99469,42117,99395,82613,99399,99324,-51261
15950,96808,-26705,-70105,89899,-55963,-25176,42372,-56777,82533,99399,99326,-50986,99399,76436,99470,42372,99289,82533,99399,99326,-50986
16000,96318,-24884,-71436,90417,-54450,-26954,42616,-56924,82453,99399,99328,-50720,99399,76437,99471,42616,99178,82453,99399,99328,-50720
16050,95794,-23054,-72743,90901,-52918,-28723,42848,-57070,82373,99399,99330,-50444,99399,76439,99472,42848,99061,82373,99399,99330,-50444
16100,95237,-21216,-74023,91353,-51367,-30481,43068,-57213,82292,99398,99332,-50169,99398,76441,99473,43068,98939,82292,99398,99332,-50169
16150,94645,-19371,-75277,91771,-49798,-32229,43277,-57355,82212,99398,99334,-49903,99398,76442,99474,43277,98814,82212,99398,99334,-49903
